Run	actual_sex	SCiMS sample ID	SCiMS predicted sex	Total reads mapped	Reads mapped to X	Reads mapped to Y	Rx	Rx 95% CI	Ry	Ry 95% CI	Posterior probability of being male 	Posterior probability of being female 	Status
S812F250_SRR064532	female	S812F250_SRR064532	female	106	5	0	0.8758	(0.876, 0.876)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S812F300_SRR064532	female	S812F300_SRR064532	female	130	8	0	1.1935	(1.193, 1.193)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F350_SRR064532	female	S812F350_SRR064532	female	165	5	0	0.6003	(0.6, 0.6)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S812F400_SRR064532	female	S812F400_SRR064532	female	161	7	0	0.923	(0.923, 0.923)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F450_SRR064532	female	S812F450_SRR064532	female	189	6	0	0.6065	(0.607, 0.607)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S812F1000_SRR064532	female	S812F1000_SRR064532	female	452	22	0	0.9969	(0.997, 0.997)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F5000_SRR064532	female	S812F5000_SRR064532	female	2142	95	0	0.8649	(0.865, 0.865)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F10000_SRR064532	female	S812F10000_SRR064532	female	4314	186	0	0.8384	(0.838, 0.838)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F100000_SRR064532	female	S812F100000_SRR064532	female	43580	1892	6	0.8566	(0.857, 0.857)	0.0032	(0.001, 0.006)	0.0	1.0	Success
S812F1000000_SRR064532	female	S812F1000000_SRR064532	female	436763	19031	83	0.8569	(0.857, 0.857)	0.0043	(0.003, 0.005)	0.0	1.0	Success
S812M150_SRR346690	male	S812M150_SRR346690	female	69	1	0	0.2734	(0.273, 0.273)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812M200_SRR346690	male	S812M200_SRR346690	female	101	2	0	0.4296	(0.43, 0.43)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S812M250_SRR346690	male	S812M250_SRR346690	female	126	1	0	0.1522	(0.152, 0.152)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812M300_SRR346690	male	S812M300_SRR346690	female	139	4	0	0.5817	(0.582, 0.582)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S812M350_SRR346690	male	S812M350_SRR346690	uncertain	166	5	1	0.55	(0.55, 0.55)	0.1667	(-0.132, 0.465)	0.3273	0.6727	Success
S812M400_SRR346690	male	S812M400_SRR346690	male	210	3	2	0.2642	(0.264, 0.264)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S812M450_SRR346690	male	S812M450_SRR346690	male	207	4	3	0.3883	(0.388, 0.388)	0.4286	(0.062, 0.795)	1.0	0.0	Success
S812M1000_SRR346690	male	S812M1000_SRR346690	male	491	11	5	0.4428	(0.443, 0.443)	0.3125	(0.085, 0.54)	1.0	0.0	Success
S812M5000_SRR346690	male	S812M5000_SRR346690	male	2505	53	12	0.4104	(0.41, 0.41)	0.1846	(0.09, 0.279)	1.0	0.0	Success
S812M10000_SRR346690	male	S812M10000_SRR346690	male	4890	121	17	0.4766	(0.477, 0.477)	0.1232	(0.068, 0.178)	0.9934	0.0066	Success
S812M100000_SRR346690	male	S812M100000_SRR346690	male	49156	1045	211	0.4104	(0.41, 0.41)	0.168	(0.147, 0.189)	1.0	0.0	Success
S812M1000000_SRR346690	male	S812M1000000_SRR346690	male	489354	10666	2290	0.4202	(0.42, 0.42)	0.1768	(0.17, 0.183)	1.0	0.0	Success
S813F150_SRR064532	female	S813F150_SRR064532	female	58	3	0	1.1332	(1.133, 1.133)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813F200_SRR064532	female	S813F200_SRR064532	female	82	2	0	0.4663	(0.466, 0.466)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S813F250_SRR064532	female	S813F250_SRR064532	female	118	7	0	1.1899	(1.19, 1.19)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813F300_SRR064532	female	S813F300_SRR064532	female	141	12	0	1.6798	(1.68, 1.68)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813F350_SRR064532	female	S813F350_SRR064532	female	166	6	0	0.7733	(0.773, 0.773)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S813F400_SRR064532	female	S813F400_SRR064532	female	167	7	0	0.8387	(0.839, 0.839)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S813F450_SRR064532	female	S813F450_SRR064532	female	184	6	0	0.6355	(0.636, 0.636)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S813F1000_SRR064532	female	S813F1000_SRR064532	female	425	23	0	1.0714	(1.071, 1.071)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813F5000_SRR064532	female	S813F5000_SRR064532	female	2215	90	0	0.7893	(0.789, 0.789)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S813F10000_SRR064532	female	S813F10000_SRR064532	female	4397	205	2	0.928	(0.928, 0.928)	0.0097	(-0.004, 0.023)	0.0	1.0	Success
S813F100000_SRR064532	female	S813F100000_SRR064532	female	43706	1869	8	0.8409	(0.841, 0.841)	0.0043	(0.001, 0.007)	0.0	1.0	Success
S813F1000000_SRR064532	female	S813F1000000_SRR064532	female	437570	18990	87	0.8538	(0.854, 0.854)	0.0046	(0.004, 0.006)	0.0	1.0	Success
S813M150_SRR346690	male	S813M150_SRR346690	male	75	2	1	0.5279	(0.528, 0.528)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S813M200_SRR346690	male	S813M200_SRR346690	female	108	6	0	1.0789	(1.079, 1.079)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813M250_SRR346690	male	S813M250_SRR346690	female	126	2	0	0.2914	(0.291, 0.291)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813M300_SRR346690	male	S813M300_SRR346690	female	150	5	0	0.652	(0.652, 0.652)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S813M350_SRR346690	male	S813M350_SRR346690	female	183	5	0	0.5215	(0.522, 0.522)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S813M400_SRR346690	male	S813M400_SRR346690	female	194	1	0	0.0982	(0.098, 0.098)	0.0	(0.0, 0.0)	0.0	1.0	Success
S813M450_SRR346690	male	S813M450_SRR346690	female	230	9	1	0.7275	(0.727, 0.727)	0.1	(-0.086, 0.286)	0.0044	0.9956	Success
S813M1000_SRR346690	male	S813M1000_SRR346690	uncertain	489	9	2	0.3445	(0.344, 0.344)	0.1818	(-0.046, 0.41)	0.4243	0.5757	Success
S813M5000_SRR346690	male	S813M5000_SRR346690	male	2446	51	8	0.4041	(0.404, 0.404)	0.1356	(0.048, 0.223)	0.9927	0.0073	Success
S813M10000_SRR346690	male	S813M10000_SRR346690	male	4865	105	19	0.4148	(0.415, 0.415)	0.1532	(0.09, 0.217)	0.9999	0.0001	Success
S813M100000_SRR346690	male	S813M100000_SRR346690	male	49059	1078	234	0.4241	(0.424, 0.424)	0.1784	(0.158, 0.199)	1.0	0.0	Success
S813M1000000_SRR346690	male	S813M1000000_SRR346690	male	488914	10699	2300	0.4216	(0.422, 0.422)	0.1769	(0.17, 0.183)	1.0	0.0	Success
S814F150_SRR064532	female	S814F150_SRR064532	female	70	2	0	0.5694	(0.569, 0.569)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S814F200_SRR064532	female	S814F200_SRR064532	female	79	3	0	0.7158	(0.716, 0.716)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S814F250_SRR064532	female	S814F250_SRR064532	female	102	6	0	1.2239	(1.224, 1.224)	0.0	(0.0, 0.0)	0.0	1.0	Success
S814F300_SRR064532	female	S814F300_SRR064532	female	134	4	0	0.5867	(0.587, 0.587)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S814F350_SRR064532	female	S814F350_SRR064532	female	159	5	0	0.604	(0.604, 0.604)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S814F400_SRR064532	female	S814F400_SRR064532	female	154	9	0	1.226	(1.226, 1.226)	0.0	(0.0, 0.0)	0.0	1.0	Success
S814F450_SRR064532	female	S814F450_SRR064532	female	203	9	0	0.83	(0.83, 0.83)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S814F1000_SRR064532	female	S814F1000_SRR064532	female	431	16	0	0.7119	(0.712, 0.712)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S814F5000_SRR064532	female	S814F5000_SRR064532	female	2210	92	0	0.8039	(0.804, 0.804)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S814F10000_SRR064532	female	S814F10000_SRR064532	female	4332	185	0	0.8485	(0.849, 0.849)	0.0	(0.0, 0.0)	0.0	1.0	Success
S814F100000_SRR064532	female	S814F100000_SRR064532	female	43655	1908	10	0.8626	(0.863, 0.863)	0.0052	(0.002, 0.008)	0.0	1.0	Success
S814F1000000_SRR064532	female	S814F1000000_SRR064532	female	436894	18900	99	0.8498	(0.85, 0.85)	0.0052	(0.004, 0.006)	0.0	1.0	Success
S814M150_SRR346690	male	S814M150_SRR346690	female	67	3	0	0.7983	(0.798, 0.798)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S814M200_SRR346690	male	S814M200_SRR346690	male	97	3	1	0.6136	(0.614, 0.614)	0.25	(-0.174, 0.674)	0.9939	0.0061	Success
S814M250_SRR346690	male	S814M250_SRR346690	male	125	2	1	0.2945	(0.294, 0.294)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S814M300_SRR346690	male	S814M300_SRR346690	male	151	4	3	0.4953	(0.495, 0.495)	0.4286	(0.062, 0.795)	1.0	0.0	Success
S814M350_SRR346690	male	S814M350_SRR346690	female	171	1	0	0.1143	(0.114, 0.114)	0.0	(0.0, 0.0)	0.0	1.0	Success
S814M400_SRR346690	male	S814M400_SRR346690	male	193	4	2	0.4017	(0.402, 0.402)	0.3333	(-0.044, 0.711)	1.0	0.0	Success
S814M450_SRR346690	male	S814M450_SRR346690	male	236	2	3	0.1631	(0.163, 0.163)	0.6	(0.171, 1.029)	1.0	0.0	Success
S814M1000_SRR346690	male	S814M1000_SRR346690	male	468	11	6	0.4538	(0.454, 0.454)	0.3529	(0.126, 0.58)	1.0	0.0	Success
S814M5000_SRR346690	male	S814M5000_SRR346690	male	2422	73	10	0.5873	(0.587, 0.587)	0.1205	(0.05, 0.191)	0.9951	0.0049	Success
S814M10000_SRR346690	male	S814M10000_SRR346690	male	4873	95	26	0.377	(0.377, 0.377)	0.2149	(0.142, 0.288)	1.0	0.0	Success
S814M100000_SRR346690	male	S814M100000_SRR346690	male	48862	1039	245	0.4093	(0.409, 0.409)	0.1908	(0.169, 0.212)	1.0	0.0	Success
S814M1000000_SRR346690	male	S814M1000000_SRR346690	male	489350	10550	2298	0.4157	(0.416, 0.416)	0.1789	(0.172, 0.185)	1.0	0.0	Success
S815F150_SRR064532	female	S815F150_SRR064532	uncertain	63	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S815F200_SRR064532	female	S815F200_SRR064532	female	85	7	0	1.7204	(1.72, 1.72)	0.0	(0.0, 0.0)	0.0	1.0	Success
S815F250_SRR064532	female	S815F250_SRR064532	female	99	3	0	0.5554	(0.555, 0.555)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S815F300_SRR064532	female	S815F300_SRR064532	female	121	3	0	0.4975	(0.497, 0.497)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S815F350_SRR064532	female	S815F350_SRR064532	female	160	8	0	1.0076	(1.008, 1.008)	0.0	(0.0, 0.0)	0.0	1.0	Success
S815F400_SRR064532	female	S815F400_SRR064532	female	149	4	0	0.5346	(0.535, 0.535)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S815F450_SRR064532	female	S815F450_SRR064532	female	178	2	0	0.2102	(0.21, 0.21)	0.0	(0.0, 0.0)	0.0	1.0	Success
S815F1000_SRR064532	female	S815F1000_SRR064532	female	454	19	0	0.8488	(0.849, 0.849)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S815F5000_SRR064532	female	S815F5000_SRR064532	female	2251	99	0	0.8634	(0.863, 0.863)	0.0	(0.0, 0.0)	0.0	1.0	Success
S815F10000_SRR064532	female	S815F10000_SRR064532	female	4418	197	1	0.8823	(0.882, 0.882)	0.0051	(-0.005, 0.015)	0.0	1.0	Success
S815F100000_SRR064532	female	S815F100000_SRR064532	female	43702	1821	11	0.82	(0.82, 0.82)	0.006	(0.002, 0.01)	0.0	1.0	Success
S815F1000000_SRR064532	female	S815F1000000_SRR064532	female	436666	18615	89	0.8376	(0.838, 0.838)	0.0048	(0.004, 0.006)	0.0	1.0	Success
S815M150_SRR346690	male	S815M150_SRR346690	female	77	2	0	0.4796	(0.48, 0.48)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S815M200_SRR346690	male	S815M200_SRR346690	male	100	1	2	0.1933	(0.193, 0.193)	0.6667	(0.133, 1.2)	1.0	0.0	Success
S815M250_SRR346690	male	S815M250_SRR346690	female	140	2	0	0.2679	(0.268, 0.268)	0.0	(0.0, 0.0)	0.0	1.0	Success
S815M300_SRR346690	male	S815M300_SRR346690	male	154	3	1	0.3712	(0.371, 0.371)	0.25	(-0.174, 0.674)	0.9964	0.0036	Success
S815M350_SRR346690	male	S815M350_SRR346690	male	181	3	1	0.3206	(0.321, 0.321)	0.25	(-0.174, 0.674)	0.995	0.005	Success
S815M400_SRR346690	male	S815M400_SRR346690	male	207	4	2	0.3892	(0.389, 0.389)	0.3333	(-0.044, 0.711)	1.0	0.0	Success
S815M450_SRR346690	male	S815M450_SRR346690	uncertain	217	5	1	0.4576	(0.458, 0.458)	0.1667	(-0.132, 0.465)	0.3289	0.6711	Success
S815M1000_SRR346690	male	S815M1000_SRR346690	uncertain	542	13	2	0.4574	(0.457, 0.457)	0.1333	(-0.039, 0.305)	0.5711	0.4289	Success
S815M5000_SRR346690	male	S815M5000_SRR346690	male	2459	64	10	0.5029	(0.503, 0.503)	0.1351	(0.057, 0.213)	0.9996	0.0004	Success
S815M10000_SRR346690	male	S815M10000_SRR346690	male	4882	102	18	0.4019	(0.402, 0.402)	0.15	(0.086, 0.214)	0.9997	0.0003	Success
S815M100000_SRR346690	male	S815M100000_SRR346690	male	49030	1094	206	0.4292	(0.429, 0.429)	0.1585	(0.139, 0.178)	1.0	0.0	Success
S815M1000000_SRR346690	male	S815M1000000_SRR346690	male	489209	10717	2252	0.4223	(0.422, 0.422)	0.1736	(0.167, 0.18)	1.0	0.0	Success
S816F150_SRR064532	female	S816F150_SRR064532	female	63	4	0	1.3218	(1.322, 1.322)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816F200_SRR064532	female	S816F200_SRR064532	female	91	1	0	0.194	(0.194, 0.194)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816F250_SRR064532	female	S816F250_SRR064532	female	120	6	1	0.9816	(0.982, 0.982)	0.1429	(-0.116, 0.402)	0.0002	0.9998	Success
S816F300_SRR064532	female	S816F300_SRR064532	female	135	7	0	1.0329	(1.033, 1.033)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816F350_SRR064532	female	S816F350_SRR064532	uncertain	143	5	1	0.6881	(0.688, 0.688)	0.1667	(-0.132, 0.465)	0.1551	0.8449	Success
S816F400_SRR064532	female	S816F400_SRR064532	female	160	8	0	0.9763	(0.976, 0.976)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816F450_SRR064532	female	S816F450_SRR064532	female	200	13	0	1.2958	(1.296, 1.296)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816F1000_SRR064532	female	S816F1000_SRR064532	female	424	16	0	0.7257	(0.726, 0.726)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S816F5000_SRR064532	female	S816F5000_SRR064532	female	2249	94	0	0.8094	(0.809, 0.809)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S816F10000_SRR064532	female	S816F10000_SRR064532	female	4374	192	1	0.8684	(0.868, 0.868)	0.0052	(-0.005, 0.015)	0.0	1.0	Success
S816F100000_SRR064532	female	S816F100000_SRR064532	female	43753	1875	6	0.843	(0.843, 0.843)	0.0032	(0.001, 0.006)	0.0	1.0	Success
S816F1000000_SRR064532	female	S816F1000000_SRR064532	female	437076	18867	85	0.8486	(0.849, 0.849)	0.0045	(0.004, 0.005)	0.0	1.0	Success
S816M150_SRR346690	male	S816M150_SRR346690	male	64	1	1	0.2827	(0.283, 0.283)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S816M200_SRR346690	male	S816M200_SRR346690	female	107	1	0	0.1652	(0.165, 0.165)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816M250_SRR346690	male	S816M250_SRR346690	female	116	2	0	0.3229	(0.323, 0.323)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S816M300_SRR346690	male	S816M300_SRR346690	female	156	1	0	0.1126	(0.113, 0.113)	0.0	(0.0, 0.0)	0.0	1.0	Success
S816M350_SRR346690	male	S816M350_SRR346690	female	163	4	0	0.4609	(0.461, 0.461)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S816M400_SRR346690	male	S816M400_SRR346690	uncertain	207	5	1	0.4887	(0.489, 0.489)	0.1667	(-0.132, 0.465)	0.3413	0.6587	Success
S816M450_SRR346690	male	S816M450_SRR346690	male	217	3	1	0.2614	(0.261, 0.261)	0.25	(-0.174, 0.674)	0.9909	0.0091	Success
S816M1000_SRR346690	male	S816M1000_SRR346690	male	477	13	4	0.5475	(0.547, 0.547)	0.2353	(0.034, 0.437)	0.9871	0.0129	Success
S816M5000_SRR346690	male	S816M5000_SRR346690	male	2432	67	10	0.5334	(0.533, 0.533)	0.1299	(0.055, 0.205)	0.9992	0.0008	Success
S816M10000_SRR346690	male	S816M10000_SRR346690	male	4967	112	17	0.4361	(0.436, 0.436)	0.1318	(0.073, 0.19)	0.9957	0.0043	Success
S816M100000_SRR346690	male	S816M100000_SRR346690	male	49043	1084	231	0.4265	(0.426, 0.426)	0.1757	(0.155, 0.196)	1.0	0.0	Success
S816M1000000_SRR346690	male	S816M1000000_SRR346690	male	488985	10653	2291	0.4198	(0.42, 0.42)	0.177	(0.17, 0.184)	1.0	0.0	Success
S817F150_SRR064532	female	S817F150_SRR064532	female	77	2	0	0.5153	(0.515, 0.515)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S817F200_SRR064532	female	S817F200_SRR064532	female	91	2	0	0.4376	(0.438, 0.438)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S817F250_SRR064532	female	S817F250_SRR064532	female	98	8	0	1.6047	(1.605, 1.605)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817F300_SRR064532	female	S817F300_SRR064532	female	131	6	0	0.9542	(0.954, 0.954)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817F350_SRR064532	female	S817F350_SRR064532	female	146	7	0	0.892	(0.892, 0.892)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817F400_SRR064532	female	S817F400_SRR064532	female	182	10	0	1.1788	(1.179, 1.179)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817F450_SRR064532	female	S817F450_SRR064532	female	210	6	0	0.5553	(0.555, 0.555)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S817F1000_SRR064532	female	S817F1000_SRR064532	female	438	15	0	0.6895	(0.689, 0.689)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S817F5000_SRR064532	female	S817F5000_SRR064532	female	2180	93	0	0.8304	(0.83, 0.83)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817F10000_SRR064532	female	S817F10000_SRR064532	female	4416	202	4	0.9015	(0.902, 0.902)	0.0194	(0.001, 0.038)	0.0	1.0	Success
S817F100000_SRR064532	female	S817F100000_SRR064532	female	43761	1857	8	0.8326	(0.833, 0.833)	0.0043	(0.001, 0.007)	0.0	1.0	Success
S817F1000000_SRR064532	female	S817F1000000_SRR064532	female	437236	18742	85	0.8426	(0.843, 0.843)	0.0045	(0.004, 0.005)	0.0	1.0	Success
S817M150_SRR346690	male	S817M150_SRR346690	uncertain	63	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S817M200_SRR346690	male	S817M200_SRR346690	male	105	1	1	0.1839	(0.184, 0.184)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S817M250_SRR346690	male	S817M250_SRR346690	female	132	1	0	0.1357	(0.136, 0.136)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817M300_SRR346690	male	S817M300_SRR346690	female	138	7	2	1.0363	(1.036, 1.036)	0.2222	(-0.049, 0.494)	0.002	0.998	Success
S817M350_SRR346690	male	S817M350_SRR346690	uncertain	176	7	2	0.782	(0.782, 0.782)	0.2222	(-0.049, 0.494)	0.6309	0.3691	Success
S817M400_SRR346690	male	S817M400_SRR346690	female	203	3	0	0.2894	(0.289, 0.289)	0.0	(0.0, 0.0)	0.0	1.0	Success
S817M450_SRR346690	male	S817M450_SRR346690	male	218	3	2	0.2679	(0.268, 0.268)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S817M1000_SRR346690	male	S817M1000_SRR346690	uncertain	525	8	2	0.2863	(0.286, 0.286)	0.2	(-0.048, 0.448)	0.8928	0.1072	Success
S817M5000_SRR346690	male	S817M5000_SRR346690	male	2504	55	9	0.4231	(0.423, 0.423)	0.1406	(0.055, 0.226)	0.999	0.001	Success
S817M10000_SRR346690	male	S817M10000_SRR346690	male	4823	126	21	0.5084	(0.508, 0.508)	0.1429	(0.086, 0.199)	0.9999	0.0001	Success
S817M100000_SRR346690	male	S817M100000_SRR346690	male	48854	1016	233	0.3995	(0.4, 0.4)	0.1865	(0.165, 0.208)	1.0	0.0	Success
S817M1000000_SRR346690	male	S817M1000000_SRR346690	male	489267	10702	2297	0.4213	(0.421, 0.421)	0.1767	(0.17, 0.183)	1.0	0.0	Success
S818F150_SRR064532	female	S818F150_SRR064532	female	55	4	0	1.4986	(1.499, 1.499)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818F200_SRR064532	female	S818F200_SRR064532	female	101	3	0	0.5636	(0.564, 0.564)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S818F250_SRR064532	female	S818F250_SRR064532	female	93	5	0	1.128	(1.128, 1.128)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818F300_SRR064532	female	S818F300_SRR064532	female	126	8	0	1.2655	(1.266, 1.266)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818F350_SRR064532	female	S818F350_SRR064532	female	154	5	0	0.5734	(0.573, 0.573)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S818F400_SRR064532	female	S818F400_SRR064532	female	173	12	0	1.4443	(1.444, 1.444)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818F450_SRR064532	female	S818F450_SRR064532	female	204	9	0	0.9081	(0.908, 0.908)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818F1000_SRR064532	female	S818F1000_SRR064532	female	425	20	1	0.9079	(0.908, 0.908)	0.0476	(-0.043, 0.139)	0.0001	0.9999	Success
S818F5000_SRR064532	female	S818F5000_SRR064532	female	2214	78	0	0.6912	(0.691, 0.691)	0.0	(0.0, 0.0)	0.0085	0.9915	Success
S818F10000_SRR064532	female	S818F10000_SRR064532	female	4328	187	2	0.8456	(0.846, 0.846)	0.0106	(-0.004, 0.025)	0.0	1.0	Success
S818F100000_SRR064532	female	S818F100000_SRR064532	female	43563	1941	6	0.8744	(0.874, 0.874)	0.0031	(0.001, 0.006)	0.0	1.0	Success
S818F1000000_SRR064532	female	S818F1000000_SRR064532	female	437194	18686	100	0.84	(0.84, 0.84)	0.0053	(0.004, 0.006)	0.0	1.0	Success
S818M150_SRR346690	male	S818M150_SRR346690	female	70	1	0	0.268	(0.268, 0.268)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818M200_SRR346690	male	S818M200_SRR346690	female	98	1	0	0.1947	(0.195, 0.195)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818M250_SRR346690	male	S818M250_SRR346690	uncertain	121	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S818M300_SRR346690	male	S818M300_SRR346690	male	155	2	1	0.2359	(0.236, 0.236)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S818M350_SRR346690	male	S818M350_SRR346690	female	160	8	0	1.0137	(1.014, 1.014)	0.0	(0.0, 0.0)	0.0	1.0	Success
S818M400_SRR346690	male	S818M400_SRR346690	female	186	7	0	0.7487	(0.749, 0.749)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S818M450_SRR346690	male	S818M450_SRR346690	female	208	4	0	0.3953	(0.395, 0.395)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S818M1000_SRR346690	male	S818M1000_SRR346690	male	479	9	3	0.3608	(0.361, 0.361)	0.25	(0.005, 0.495)	0.9962	0.0038	Success
S818M5000_SRR346690	male	S818M5000_SRR346690	male	2457	50	11	0.3952	(0.395, 0.395)	0.1803	(0.084, 0.277)	1.0	0.0	Success
S818M10000_SRR346690	male	S818M10000_SRR346690	male	4833	115	22	0.4575	(0.457, 0.457)	0.1606	(0.099, 0.222)	1.0	0.0	Success
S818M100000_SRR346690	male	S818M100000_SRR346690	male	48878	1058	242	0.4162	(0.416, 0.416)	0.1862	(0.165, 0.207)	1.0	0.0	Success
S818M1000000_SRR346690	male	S818M1000000_SRR346690	male	489190	10683	2236	0.4211	(0.421, 0.421)	0.1731	(0.167, 0.18)	1.0	0.0	Success
S819F150_SRR064532	female	S819F150_SRR064532	female	71	2	0	0.5817	(0.582, 0.582)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S819F200_SRR064532	female	S819F200_SRR064532	female	87	5	0	1.1449	(1.145, 1.145)	0.0	(0.0, 0.0)	0.0	1.0	Success
S819F250_SRR064532	female	S819F250_SRR064532	female	124	7	0	1.1277	(1.128, 1.128)	0.0	(0.0, 0.0)	0.0	1.0	Success
S819F300_SRR064532	female	S819F300_SRR064532	female	136	5	0	0.72	(0.72, 0.72)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S819F350_SRR064532	female	S819F350_SRR064532	female	152	5	0	0.6933	(0.693, 0.693)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S819F400_SRR064532	female	S819F400_SRR064532	female	168	5	0	0.5808	(0.581, 0.581)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S819F450_SRR064532	female	S819F450_SRR064532	female	191	7	0	0.7388	(0.739, 0.739)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S819F1000_SRR064532	female	S819F1000_SRR064532	female	444	11	0	0.4908	(0.491, 0.491)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S819F5000_SRR064532	female	S819F5000_SRR064532	female	2218	89	1	0.7958	(0.796, 0.796)	0.0111	(-0.011, 0.033)	0.0001	0.9999	Success
S819F10000_SRR064532	female	S819F10000_SRR064532	female	4348	207	1	0.9201	(0.92, 0.92)	0.0048	(-0.005, 0.014)	0.0	1.0	Success
S819F100000_SRR064532	female	S819F100000_SRR064532	female	43929	1916	9	0.8571	(0.857, 0.857)	0.0047	(0.002, 0.008)	0.0	1.0	Success
S819F1000000_SRR064532	female	S819F1000000_SRR064532	female	436968	18844	94	0.847	(0.847, 0.847)	0.005	(0.004, 0.006)	0.0	1.0	Success
S819M150_SRR346690	male	S819M150_SRR346690	female	67	1	0	0.3046	(0.305, 0.305)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S819M200_SRR346690	male	S819M200_SRR346690	female	96	2	0	0.3985	(0.399, 0.399)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S819M250_SRR346690	male	S819M250_SRR346690	male	122	4	2	0.6914	(0.691, 0.691)	0.3333	(-0.044, 0.711)	1.0	0.0	Success
